BOOKSELLER_CATEGORY,AUTHOR,TITLE,SERIES,VOLUME,PUB_DATE,EXTENT,CLOTH_ISBN,CLOTH_PRICE,PAPER_ISBN,PAPER_PRICE,ELECTRONIC_ISBN,ELECTRONIC_PRICE,URL
COMM Communication and Media Studies,Nayar P,Packaging Life,,,10/31/2009,252 pages,978-8-13-210240-3,£30.00,,,978-8-13-210434-6,£24.00,http://www.uk.sagepub.com/books/Book234730
PSYC Psychology,Nayar U,Child and Adolescent Mental Health,,,11/13/2012,396 pages,978-8-13-210965-5,£42.00,,,978-8-13-211114-6,£34.00,http://www.uk.sagepub.com/books/Book240432
DEVE Development Studies,Ncaer N,India Rural Infrastucture Report,,,1/30/2007,118 pages,,,978-0-7619-3576-6,£24.99,978-8-13-210114-7,£20.00,http://www.uk.sagepub.com/books/Book231741
EDUC Primary and Secondary Education,Neagoy M,"Planting the Seeds of Algebra, PreK–2",,,6/20/2012,208 pages,,,978-1-4129-9660-0,£30.99,,,http://www.uk.sagepub.com/books/Book235914
EDUC Primary and Secondary Education,Neagoy M,"Planting the Seeds of Algebra, 3-5",,,2/28/2015,248 pages,,,978-1-4129-9661-7,£30.99,,,http://www.uk.sagepub.com/books/Book235971
,Neagoy M,"Cultivating the Growth of Algebra, Grades 6-8",,,2/28/2018,176 pages,,,978-1-4522-4307-8,£24.99,,,http://www.uk.sagepub.com/books/Book238966
"SOCW Social Welfare, Family Studies & Gerontology",Neal M et al,"Balancing Work and Caregiving for Children, Adults, and Elders",Family Caregiver Applications series,Volume 3,3/14/1993,303 pages,978-0-8039-4281-3,£39.95,978-0-8039-4282-0,£54.00,,,http://www.uk.sagepub.com/books/Book3897
EDUT Tertiary Education,Neaum S,Language and Literacy for the Early Years,Early Childhood Studies Series,,6/22/2012,184 pages,978-0-85725-859-5,£79.00,978-0-85725-741-3,£21.99,978-0-85725-743-7,£17.99,http://www.uk.sagepub.com/books/Book238703
EDUT Tertiary Education,Neaum S,Child Development for Early Years Students and Practitioners: Third Edition,,,1/14/2016,208 pages,978-1-4739-4456-5,£68.00,978-1-4739-4457-2,£19.99,978-1-4739-6753-3,£15.99,http://www.uk.sagepub.com/books/Book247895
EDUT Tertiary Education,Neaum S,What comes before phonics?,,,1/13/2017,176 pages,978-1-4739-6848-6,£65.00,978-1-4739-6849-3,£19.99,978-1-5264-1192-1,£15.99,http://www.uk.sagepub.com/books/Book246212
MANA Management and Organization Studies,Neck C et al,Organizational Behavior,,,2/22/2016,560 pages,978-1-5063-1440-2,£110.00,978-1-5063-1443-3,£75.00,,,http://www.uk.sagepub.com/books/Book246589
MANA Management and Organization Studies,Neck C et al,Self-Leadership,,,6/24/2016,240 pages,,,978-1-5063-1446-4,£37.99,,,http://www.uk.sagepub.com/books/Book246588
MANA Management and Organization Studies,Neck H et al,Entrepreneurship,,,3/10/2017,560 pages,,,978-1-4833-8352-1,£96.00,,,http://www.uk.sagepub.com/books/Book245007
PSYC Psychotherapy and Counselling,Neenan M & Dryden W,Cognitive Therapy in a Nutshell: Second Edition,Counselling in a Nutshell,,11/30/2010,128 pages,978-0-85702-337-7,£72.00,978-0-85702-338-4,£17.99,978-1-4462-4809-6,£13.99,http://www.uk.sagepub.com/books/Book235315
PSYC Psychotherapy and Counselling,Neenan M & Dryden W,Rational Emotive Behaviour Therapy in a Nutshell: Second Edition,Counselling in a Nutshell,,11/30/2010,120 pages,978-0-85702-331-5,£72.00,978-0-85702-332-2,£20.99,978-1-4462-0941-7,£16.99,http://www.uk.sagepub.com/books/Book235316
COMM Communication and Media Studies,Negrine R,The Communication of Politics,,,9/28/1996,208 pages,978-0-8039-7738-9,£111.00,978-0-8039-7739-6,£37.99,,,http://www.uk.sagepub.com/books/Book204304
COMM Communication and Media Studies,Negus K & Pickering M,"Creativity, Communication and Cultural Value",,,5/30/2004,192 pages,978-0-7619-7075-0,£97.00,978-0-7619-7076-7,£27.99,978-1-84787-150-3,£21.99,http://www.uk.sagepub.com/books/Book211390
SOCI Sociology and Cultural Studies,Nehring N,"Popular Music, Gender and Postmodernism",,,4/30/1997,235 pages,978-0-7619-0835-7,£98.00,978-0-7619-0836-4,£52.00,,,http://www.uk.sagepub.com/books/Book6321
PSYC Psychology,Neighbors H & Jackson J,Mental Health in Black America,,,9/30/1996,280 pages,978-0-8039-3539-6,£77.00,978-0-8039-3540-2,£43.99,,,http://www.uk.sagepub.com/books/Book5764
PSYC Psychotherapy and Counselling,Neilsen P et al,Creative Arts in Counseling and Mental Health,,,9/30/2015,224 pages,,,978-1-4833-0285-0,£41.99,,,http://www.uk.sagepub.com/books/Book241095
CRIM Criminology,Nelken D,Comparative Criminal Justice,Compact Criminology,,4/30/2010,136 pages,978-1-84787-936-3,£67.00,978-1-84787-937-0,£21.99,978-1-4462-4833-1,£17.99,http://www.uk.sagepub.com/books/Book233188
"SOCW Social Welfare, Family Studies & Gerontology",Nelson A,Social Work with Substance Users,,,10/30/2011,216 pages,978-1-84860-221-2,£83.00,978-1-84860-222-9,£26.99,978-1-4462-5425-7,£21.99,http://www.uk.sagepub.com/books/Book233495
MANA Management and Organization Studies,Nelson D & Cooper C,Positive Organizational Behavior,,,4/18/2007,240 pages,978-1-4129-1212-9,£107.00,978-1-4129-1213-6,£27.99,978-1-84787-834-2,£21.99,http://www.uk.sagepub.com/books/Book228112
EDUC Primary and Secondary Education,Nelson G,Breaking the Learning Barrier for Underachieving Students,,,12/26/2005,280 pages,978-1-4129-1484-0,£57.00,978-1-4129-1485-7,£29.99,,,http://www.uk.sagepub.com/books/Book227226
POLI Politics and International Relations,Nelson G & III C,Committees in the U.S. Congress 1993-2010,,,8/9/2010,1056 pages,978-1-60426-605-4,£210.00,,,,,http://www.uk.sagepub.com/books/Book236573
POLI Politics and International Relations,Nelson J,Post-Industrial Capitalism,,,8/23/1995,199 pages,978-0-8039-7332-9,£94.00,978-0-8039-7333-6,£49.99,,,http://www.uk.sagepub.com/books/Book5089
EDUC Primary and Secondary Education,Nelson K,Teaching in the Digital Age: Second Edition,,,11/18/2007,168 pages,978-1-4129-5565-2,£57.00,978-1-4129-5566-9,£26.99,,,http://www.uk.sagepub.com/books/Book229261
EDUC Primary and Secondary Education,Nelson K & Bailey K,Starting Strong: Second Edition,,,10/14/2007,232 pages,978-1-4129-5561-4,£61.00,978-1-4129-5562-1,£30.99,,,http://www.uk.sagepub.com/books/Book231579
EDUC Primary and Secondary Education,Nelson K & Bailey K,Facilitator's Guide to Starting Strong: Second Edition,,,11/12/2008,36 pages,,,978-1-4129-6551-4,£15.99,,,http://www.uk.sagepub.com/books/Book232794
,Nelson K & Stenberg C,Managing Local Government,,,11/9/2017,304 pages,,,978-1-5063-2337-4,£63.00,,,http://www.uk.sagepub.com/books/Book246298
EDUC Primary and Secondary Education,Nelson L & Rae T,Remembering,Lucky Duck Books,,9/1/2004,92 pages,,,978-1-904315-42-1,£25.99,978-1-4462-6551-2,£20.99,http://www.uk.sagepub.com/books/Book228291
POLI Politics and International Relations,Nelson M,Guide to the Presidency SET: Fourth Edition,,,7/2/2007,1890 pages,978-0-87289-364-1,£265.00,,,,,http://www.uk.sagepub.com/books/Book236346
POLI Politics and International Relations,Nelson M,The Elections of 2008,,,3/4/2009,204 pages,,,978-0-87289-569-0,£31.99,,,http://www.uk.sagepub.com/books/Book236436
POLI Politics and International Relations,Nelson M,Guide to the Presidency and the Executive Branch: Fifth Edition,,,10/10/2012,2184 pages,978-1-60871-906-8,£310.00,,,,,http://www.uk.sagepub.com/books/Book237987
POLI Politics and International Relations,Nelson M,The Elections of 2012,,,5/15/2013,202 pages,,,978-1-4522-3993-4,£28.99,,,http://www.uk.sagepub.com/books/Book238913
POLI Politics and International Relations,Nelson M,The Presidency and the Political System: Tenth Edition,,,11/21/2013,584 pages,,,978-1-4522-4043-5,£69.00,,,http://www.uk.sagepub.com/books/Book238939
POLI Politics and International Relations,Nelson M,The Evolving Presidency: Fifth Edition,,,8/4/2015,328 pages,,,978-1-4833-6856-6,£41.99,,,http://www.uk.sagepub.com/books/Book243787
,Nelson M,The Elections of 2016,,,6/1/2017,256 pages,,,978-1-5063-7808-4,£28.99,,,http://www.uk.sagepub.com/books/Book251933
,Nelson M,The Evolving Presidency: Sixth Edition,,,3/31/2018,360 pages,,,978-1-5443-2316-9,,,,http://www.uk.sagepub.com/books/Book259248
,Nelson M,The Presidency and the Political System: Eleventh Edition,,,5/31/2018,520 pages,,,978-1-5443-1729-8,,,,http://www.uk.sagepub.com/books/Book254900
,Nelson T,Classic and Contemporary Studies in Social Psychology,,,4/30/2018,464 pages,,,978-1-4833-7005-7,£56.00,,,http://www.uk.sagepub.com/books/Book244217
,Nelson-Becker H,"Spirituality, Religion, and Aging",,,4/30/2017,488 pages,,,978-1-4129-8136-1,£32.99,,,http://www.uk.sagepub.com/books/Book234573
PSYC Psychotherapy and Counselling,Nelson-Jones R,Effective Thinking Skills,,,1/30/1996,240 pages,978-1-4129-0175-8,£65.00,978-1-4129-0176-5,£37.99,,,http://www.uk.sagepub.com/books/Book226829
PSYC Psychotherapy and Counselling,Nelson-Jones R,Essential Counselling and Therapy Skills,,,1/18/2002,382 pages,978-0-7619-5472-9,£105.00,978-0-7619-5473-6,£38.99,978-1-4462-6443-0,£30.99,http://www.uk.sagepub.com/books/Book210838
PSYC Psychotherapy and Counselling,Nelson-Jones R,Creating Happy Relationships,,,1/30/2002,256 pages,978-0-304-70505-4,£65.00,978-0-8264-6175-9,£39.99,978-1-4462-6468-3,£31.99,http://www.uk.sagepub.com/books/Book226542
PSYC Psychotherapy and Counselling,Nelson-Jones R,Using Your Mind,,,10/30/2003,224 pages,,,978-1-4129-0126-0,£35.99,,,http://www.uk.sagepub.com/books/Book226720
PSYC Psychotherapy and Counselling,Nelson-Jones R,Cognitive Humanistic Therapy,,,4/18/2004,264 pages,978-1-4129-0074-4,£92.00,978-1-4129-0075-1,£29.99,978-1-84860-604-3,£23.99,http://www.uk.sagepub.com/books/Book226606
PSYC Psychotherapy and Counselling,Nelson-Jones R,Life Coaching Skills,,,11/30/2006,240 pages,978-1-4129-3393-3,£89.00,978-1-4129-3394-0,£28.99,978-1-84787-884-7,£22.99,http://www.uk.sagepub.com/books/Book230602
PSYC Psychotherapy and Counselling,Nelson-Jones R,Six Key Approaches to Counselling and Therapy: Second Edition,,,12/30/2010,216 pages,978-0-85702-399-5,£93.00,978-0-85702-400-8,£29.99,978-1-4462-7312-8,,http://www.uk.sagepub.com/books/Book235376
PSYC Psychotherapy and Counselling,Nelson-Jones R,Introduction to Counselling Skills: Fourth Edition,,,11/19/2012,344 pages,978-1-4462-1059-8,£91.00,978-1-4462-1060-4,£29.99,978-1-4462-7177-3,£23.99,http://www.uk.sagepub.com/books/Book237531
PSYC Psychotherapy and Counselling,Nelson-Jones R,Practical Counselling and Helping Skills: Sixth Edition,,,11/14/2013,528 pages,978-1-4462-6984-8,£105.00,978-1-4462-6985-5,£33.99,978-1-4462-9636-3,£26.99,http://www.uk.sagepub.com/books/Book240594
PSYC Psychotherapy and Counselling,Nelson-Jones R,Nelson-Jones' Theory and Practice of Counselling and Psychotherapy: Sixth Edition,,,11/17/2014,528 pages,978-1-4462-9555-7,£100.00,978-1-4462-9556-4,£33.99,978-1-4739-0910-6,£26.99,http://www.uk.sagepub.com/books/Book243144
PSYC Psychotherapy and Counselling,Nelson-Jones R,Basic Counselling Skills: Fourth Edition,,,11/12/2015,216 pages,978-1-4739-1298-4,£79.00,978-1-4739-1299-1,£26.99,978-1-4739-4399-5,£21.99,http://www.uk.sagepub.com/books/Book244885
,Ness M,"Think Big With Think Alouds, Grades K-5",Corwin Literacy,,12/4/2017,280 pages,,,978-1-5063-6496-4,£26.99,,,http://www.uk.sagepub.com/books/Book255004
EDUC Primary and Secondary Education,Nessel D & Dixon C,Using the Language Experience Approach With English Language Learners,,,6/21/2008,184 pages,978-1-4129-5504-1,£63.00,978-1-4129-5505-8,£27.99,,,http://www.uk.sagepub.com/books/Book230937
EDUC Primary and Secondary Education,Nessel D & Graham J,Thinking Strategies for Student Achievement: Second Edition,,,10/10/2006,248 pages,978-1-4129-3880-8,£66.00,978-1-4129-3881-5,£29.99,,,http://www.uk.sagepub.com/books/Book229222
PSYC Psychology,Nestor P & Schutt R,Research Methods in Psychology: Second Edition,,,4/24/2014,448 pages,,,978-1-4833-4376-1,£81.00,,,http://www.uk.sagepub.com/books/Book240242
STAT Statistics and Mathematical Methods,Netemeyer R et al,Scaling Procedures,,,5/30/2003,224 pages,978-0-7619-2026-7,£86.00,978-0-7619-2027-4,£63.00,,,http://www.uk.sagepub.com/books/Book10174
MANA Management and Organization Studies,Network T et al,Understanding Corporate Life,,,12/31/2009,224 pages,978-1-4129-2383-5,£97.00,978-1-4129-2384-2,£31.99,978-1-84920-448-4,£25.99,http://www.uk.sagepub.com/books/Book229417
MANA Management and Organization Studies,Network W,Returning to Work: Eighth Edition,,,5/30/1996,368 pages,,,978-1-85396-337-7,£35.99,,,http://www.uk.sagepub.com/books/Book229534
"SOCW Social Welfare, Family Studies & Gerontology",Neuber K,Needs Assessment,SAGE Human Services Guides,Volume 14,5/19/1980,108 pages,,,978-0-8039-1396-7,£55.00,,,http://www.uk.sagepub.com/books/Book504
SOCR Social Research Methods and Evaluation,Neuendorf K,The Content Analysis Guidebook,,,2/28/2002,320 pages,978-0-7619-1977-3,£121.00,978-0-7619-1978-0,£73.00,,,http://www.uk.sagepub.com/books/Book9924
COMM Communication and Media Studies,Neuendorf K,The Content Analysis Guidebook: Second Edition,,,7/31/2016,456 pages,978-1-4129-7946-7,£74.00,978-1-4129-7947-4,£72.00,,,http://www.uk.sagepub.com/books/Book234078
STUD Study Skills,Neugebauer J & Evans-Brain J,Making the Most of Your Placement,SAGE Study Skills Series,,9/30/2009,184 pages,978-1-84787-567-9,£47.99,978-1-84787-568-6,£20.99,978-1-4462-0258-6,£16.99,http://www.uk.sagepub.com/books/Book233062
STUD Study Skills,Neugebauer J & Evans-Brain J,Employability,,,7/14/2016,200 pages,978-1-4462-9834-3,£60.00,978-1-4462-9835-0,£19.99,978-1-4739-8501-8,£15.99,http://www.uk.sagepub.com/books/Book243356
PSYC Psychotherapy and Counselling,Neukrug E,The SAGE Encyclopedia of Theory in Counseling and Psychotherapy,,,4/28/2015,1280 pages,978-1-4522-7412-6,£305.00,,,,,http://www.uk.sagepub.com/books/Book240162
COMM Communication and Media Studies,Neuliep J,Intercultural Communication: Sixth Edition,,,4/9/2014,528 pages,,,978-1-4522-5659-7,£87.00,,,http://www.uk.sagepub.com/books/Book239365
,Neuliep J,Intercultural Communication: Seventh Edition (International Student Edition),,,7/5/2017,528 pages,,,978-1-5063-9071-0,£72.00,,,http://www.uk.sagepub.com/books/Book258433
POLI Politics and International Relations,Neumann I & Leira H,International Diplomacy,SAGE Library of International Relations,,6/26/2013,1408 pages,978-1-4462-6821-6,£745.00,,,,,http://www.uk.sagepub.com/books/Book240434
COMM Communication and Media Studies,Neuzil M & Kovarik W,Mass Media and Environmental Conflict,,,11/30/1996,272 pages,978-0-7619-0332-1,£50.00,978-0-7619-0333-8,£58.00,,,http://www.uk.sagepub.com/books/Book5896
PSYC Psychology,Neville H et al,Handbook of African American Psychology,,,1/12/2009,584 pages,978-1-4129-5687-1,£120.00,978-1-4129-5688-8,£70.00,,,http://www.uk.sagepub.com/books/Book231707
EDUC Primary and Secondary Education,Nevills P,"Build the Brain for Reading, Grades 4–12",,,12/18/2010,200 pages,978-1-4129-6110-3,,978-1-4129-6111-0,£27.99,,,http://www.uk.sagepub.com/books/Book232261
EDUC Primary and Secondary Education,Nevills P,Build the Brain the Common Core Way,,,6/30/2014,144 pages,,,978-1-4833-5296-1,£20.99,,,http://www.uk.sagepub.com/books/Book243205
EDUC Primary and Secondary Education,Nevills P & Wolfe P,"Building the Reading Brain, PreK-3: Second Edition",,,2/28/2009,232 pages,978-1-4129-6325-1,£57.00,978-1-4129-6326-8,£26.99,,,http://www.uk.sagepub.com/books/Book231998
EDUC Primary and Secondary Education,Nevin A et al,A Guide to Co-Teaching With Paraeducators,,,10/15/2008,144 pages,978-1-4129-5763-2,£58.00,978-1-4129-5764-9,£25.99,,,http://www.uk.sagepub.com/books/Book231835
STAT Statistics and Mathematical Methods,Newbold P & Bos T,Stochastic Parameter Regression Models,Quantitative Applications in the Social Sciences,Volume 51,8/30/1985,80 pages,,,978-0-8039-2425-3,£17.99,,,http://www.uk.sagepub.com/books/Book472
HEAL Health Studies and Nursing,Newell R,Developing Your Career in Nursing,,,1/30/1995,184 pages,978-0-304-33226-7,£60.00,978-0-304-33228-1,£36.99,,,http://www.uk.sagepub.com/books/Book226518
EDUT Tertiary Education,Newell R,Big Ideas in Primary Mathematics,,,11/14/2016,320 pages,978-1-4739-1316-5,£75.00,978-1-4739-1317-2,£24.99,978-1-4739-8713-5,£19.99,http://www.uk.sagepub.com/books/Book245087
POLI Politics and International Relations,Newell T et al,The Trusted Leader: Second Edition,,,9/12/2011,464 pages,,,978-1-60871-276-2,£55.00,,,http://www.uk.sagepub.com/books/Book236933
POLI Politics and International Relations,Newman B,The Marketing of the President,,,2/22/1994,164 pages,978-0-8039-5137-2,£39.00,978-0-8039-5138-9,£49.99,,,http://www.uk.sagepub.com/books/Book4253
POLI Politics and International Relations,Newman B,The Mass Marketing of Politics,,,8/30/1999,184 pages,978-0-7619-0958-3,£88.00,978-0-7619-0959-0,£60.00,,,http://www.uk.sagepub.com/books/Book2732
SOCI Sociology and Cultural Studies,Newman D,Sociology: Third Edition,,,11/14/2012,328 pages,,,978-1-4129-9210-7,£45.99,,,http://www.uk.sagepub.com/books/Book235302
SOCR Social Research Methods and Evaluation,Newman D & Brown R,Applied Ethics for Program Evaluation,,,1/30/1996,242 pages,978-0-8039-5185-3,£41.00,978-0-8039-5186-0,£58.00,,,http://www.uk.sagepub.com/books/Book4468
SOCI Sociology and Cultural Studies,Newman D & Grauerholz E,Sociology of Families: Second Edition,,,4/30/2002,624 pages,,,978-0-7619-8749-9,£110.00,,,http://www.uk.sagepub.com/books/Book225389
POLI Politics and International Relations,Newman J,Modernizing Governance,,,6/28/2001,208 pages,978-0-7619-6990-7,£106.00,978-0-7619-6989-1,£39.99,978-1-84787-660-7,£31.99,http://www.uk.sagepub.com/books/Book211231
ENVI Environmental Studies,Newman J,Green Education,The SAGE Reference Series on Green Society: Toward a Sustainable Future-Series Editor: Paul Robbins,Volume 7,6/28/2011,544 pages,978-1-4129-9686-0,£80.00,,,978-1-4129-7461-5,£75.00,http://www.uk.sagepub.com/books/Book233876
ENVI Environmental Studies,Newman J,Green Ethics and Philosophy,The SAGE Reference Series on Green Society: Toward a Sustainable Future-Series Editor: Paul Robbins,Volume 8,6/28/2011,504 pages,978-1-4129-9687-7,£80.00,,,978-1-4129-7460-8,£75.00,http://www.uk.sagepub.com/books/Book233877
SOCT Social Theory,Newman J & Clarke J,"Publics, Politics and Power",,,1/18/2009,232 pages,978-1-4129-4844-9,£95.00,978-1-4129-4845-6,£29.99,978-0-85702-694-1,£23.99,http://www.uk.sagepub.com/books/Book232106
MANA Management and Organization Studies,Newman K & Nollen S,Managing Radical Organizational Change,,,8/30/1998,392 pages,978-0-7619-0933-0,£94.00,978-0-7619-0934-7,£49.99,,,http://www.uk.sagepub.com/books/Book7108
EDUT Tertiary Education,Newman L & Woodrow C,Practitioner Research in Early Childhood,,,9/1/2015,160 pages,978-1-4462-9534-2,£79.00,978-1-4462-9535-9,£25.99,978-1-4739-3421-4,£20.99,http://www.uk.sagepub.com/books/Book242982
EDUC Primary and Secondary Education,Newmann F et al,Authentic Intellectual Work,,,1/26/2016,152 pages,,,978-1-4833-8108-4,£27.99,,,http://www.uk.sagepub.com/books/Book244773
MANA Management and Organization Studies,Newsome B,A Practical Introduction to Security and Risk Management,,,12/31/2013,408 pages,,,978-1-4522-9027-0,£59.00,,,http://www.uk.sagepub.com/books/Book241057
SOCR Social Research Methods and Evaluation,Newsome B,"An Introduction to Research, Analysis, and Writing",,,7/31/2015,376 pages,,,978-1-4833-5255-8,£47.99,,,http://www.uk.sagepub.com/books/Book243135
POLI Politics and International Relations,Newsome B & Jarmon J,A Practical Introduction to Homeland Security and Emergency Management,,,6/21/2016,632 pages,,,978-1-4833-1674-1,£69.00,,,http://www.uk.sagepub.com/books/Book243117
EDUC Primary and Secondary Education,Newton D,Teaching Design and Technology 3 - 11,,,3/30/2005,192 pages,978-1-4129-0160-4,£90.00,978-1-4129-0161-1,£29.99,978-1-84787-151-0,£23.99,http://www.uk.sagepub.com/books/Book226825
EDUT Tertiary Education,Newton P & Shaw S,Validity in Educational and Psychological Assessment,,,4/15/2014,280 pages,978-1-4462-5322-9,£87.00,978-1-4462-5323-6,£27.99,978-1-4739-0406-4,£21.99,http://www.uk.sagepub.com/books/Book239005
STAT Statistics and Mathematical Methods,Newton R & Rudestam K,Your Statistical Consultant: Second Edition,,,11/4/2012,384 pages,,,978-1-4129-9759-1,£67.00,,,http://www.uk.sagepub.com/books/Book235922
MANA Management and Organization Studies,Newton T,'Managing' Stress,,,1/30/1995,192 pages,978-0-8039-8643-5,£104.00,978-0-8039-8644-2,£35.99,,,http://www.uk.sagepub.com/books/Book203629
SOCR Social Research Methods and Evaluation,Neyland D,Organizational Ethnography,,,11/30/2007,192 pages,978-1-4129-2342-2,£105.00,978-1-4129-2343-9,£33.99,978-1-84920-264-0,£26.99,http://www.uk.sagepub.com/books/Book229353
PSYC Psychology,Nezlek J,The SAGE Library of Methods in Social and Personality Psychology,The SAGE Library of Methods in Social and Personality Psychology,,2/28/2011,656 pages,978-1-84787-477-1,£158.00,,,,,http://www.uk.sagepub.com/books/Book232939
PSYC Psychology,Nezlek J,Multilevel Modeling for Social and Personality Psychology,The SAGE Library of Methods in Social and Personality Psychology,,2/28/2011,120 pages,978-0-85702-401-5,£43.99,,,978-1-4462-0945-5,£34.99,http://www.uk.sagepub.com/books/Book235405
PSYC Psychology,Nezlek J,Diary Methods,The SAGE Library of Methods in Social and Personality Psychology,,7/25/2012,168 pages,978-0-85702-406-0,£47.99,,,,,http://www.uk.sagepub.com/books/Book235409
COMM Communication and Media Studies,Ng S & Bradac J,Power in Language,Language and Language Behavior,Volume 4,7/13/1993,238 pages,978-0-8039-4422-0,£39.00,978-0-8039-4423-7,£66.00,,,http://www.uk.sagepub.com/books/Book3957
POLI Politics and International Relations,Ngo P,Contemporary China Studies 1,,,9/30/2011,1584 pages,978-1-4129-4884-5,£645.00,,,,,http://www.uk.sagepub.com/books/Book232167
POLI Politics and International Relations,Ngo P,Contemporary China Studies 2,,,9/30/2011,1624 pages,978-1-4129-4883-8,£645.00,,,,,http://www.uk.sagepub.com/books/Book232168
POLI Politics and International Relations,Ngo P,Contemporary China Studies,,,9/30/2011,3328 pages,978-0-85702-820-4,"£1,145.00",,,,,http://www.uk.sagepub.com/books/Book235831
MANA Management and Organization Studies,Nicholls A & Opal C,Fair Trade,,,6/30/2005,288 pages,978-1-4129-0104-8,£142.00,978-1-4129-0105-5,£28.99,978-1-84860-068-3,£22.99,http://www.uk.sagepub.com/books/Book226691
HEAL Health Studies and Nursing,Nicholson B et al,Global Health,,,12/3/2015,272 pages,978-1-4462-8249-6,£79.00,978-1-4462-8250-2,£25.99,978-1-4739-4306-3,£20.99,http://www.uk.sagepub.com/books/Book242213
HEAL Health Studies and Nursing,Nicol J,Nursing Adults with Long Term Conditions: Second Edition,Transforming Nursing Practice Series,,9/17/2015,184 pages,978-1-4739-1431-5,£63.00,978-1-4739-1432-2,£19.99,978-1-4739-3351-4,£15.99,http://www.uk.sagepub.com/books/Book245376
,Nicol J & Nyatanga B,Palliative and End of Life Care in Nursing: Second Edition,Transforming Nursing Practice Series,,6/21/2017,184 pages,978-1-4739-5727-5,£60.00,978-1-4739-5728-2,£19.99,978-1-5264-1554-7,£15.99,http://www.uk.sagepub.com/books/Book249099
EDUC Primary and Secondary Education,Nielsen D,"Teaching Young Children, Preschool-K: Second Edition",,,8/14/2006,224 pages,978-1-4129-2672-0,£62.00,978-1-4129-2673-7,£26.99,,,http://www.uk.sagepub.com/books/Book228756
EDUC Primary and Secondary Education,Nielsen L,Brief Reference of Student Disabilities: Second Edition,,,10/21/2008,272 pages,978-1-4129-6632-0,£70.00,978-1-4129-6633-7,£31.99,,,http://www.uk.sagepub.com/books/Book231601
POLI Politics and International Relations,Niemi R & Dyck J,Guide to State Politics and Policy,,,1/31/2014,480 pages,978-1-4522-1996-7,£120.00,,,,,http://www.uk.sagepub.com/books/Book237913
POLI Politics and International Relations,Niemi R & Weisberg H,Classics in Voting Behavior,,,1/1/1992,345 pages,,,978-0-87187-651-5,£53.00,,,http://www.uk.sagepub.com/books/Book236770
POLI Politics and International Relations,Niemi R et al,Controversies in Voting Behavior: Fifth Edition,,,8/3/2010,480 pages,,,978-0-87289-467-9,£66.00,,,http://www.uk.sagepub.com/books/Book236590
PSYC Psychotherapy and Counselling,Nieuwerburgh C,Coaching in Professional Contexts,,,11/6/2015,288 pages,978-1-4739-0670-9,£79.00,978-1-4739-0671-6,£24.99,978-1-4739-4269-1,£19.99,http://www.uk.sagepub.com/books/Book244295
PSYC Psychotherapy and Counselling,Nieuwerburgh C,An Introduction to Coaching Skills: Second Edition,,,3/21/2017,232 pages,978-1-4739-7580-4,£70.00,978-1-4739-7581-1,£23.99,978-1-5264-1323-9,£18.99,http://www.uk.sagepub.com/books/Book250040
MANA Management and Organization Studies,Nilakant V & Ramnarayan S,Change Management,,,2/28/2006,352 pages,,,978-0-7619-3468-4,£19.99,978-8-13-210063-8,£15.99,http://www.uk.sagepub.com/books/Book229357
SOCI Sociology and Cultural Studies,Nimmo R,Actor-Network Theory Research,SAGE Benchmarks in Social Research Methods,,5/16/2016,1536 pages,978-1-4739-0216-9,£655.00,,,,,http://www.uk.sagepub.com/books/Book243482
COMM Communication and Media Studies,Ninan S,Headlines From the Heartland,,,5/30/2007,308 pages,,,978-0-7619-3580-3,£19.99,978-8-17-829971-6,£16.00,http://www.uk.sagepub.com/books/Book231907
PUBA Public Administration and Urban Studies,Nishishiba M et al,Research Methods and Statistics for Public and Nonprofit Administrators,,,11/14/2013,392 pages,,,978-1-4522-0352-2,£87.00,,,http://www.uk.sagepub.com/books/Book237346
PSYC Psychology,Nixon C & Northrup D,Evaluating Mental Health Services,Children's Mental Health Services Annuals,Volume 3,4/30/1997,312 pages,978-0-7619-0795-4,£90.00,978-0-7619-0796-1,£46.99,,,http://www.uk.sagepub.com/books/Book6117
COMM Communication and Media Studies,Nixon S,Advertising Cultures,"Culture, Representation and Identity series",,3/18/2003,184 pages,978-0-7619-6197-0,£97.00,978-0-7619-6198-7,£33.99,978-1-84787-661-4,£26.99,http://www.uk.sagepub.com/books/Book209049
SOCT Social Theory,Niyogi C,Reorienting Orientalism,,,4/30/2006,236 pages,978-0-7619-3447-9,£30.00,,,,,http://www.uk.sagepub.com/books/Book229060
MANA Management and Organization Studies,Niyogi S,How Businesses Grow,,,12/31/2011,216 pages,,,978-8-13-210753-8,£14.99,978-8-13-210929-7,£12.99,http://www.uk.sagepub.com/books/Book238121
MANA Management and Organization Studies,Nizami N & Prasad N,Decent Work,,,10/30/2013,312 pages,978-8-13-211159-7,£38.00,,,978-8-13-211782-7,£30.00,http://www.uk.sagepub.com/books/Book241968
SOCR Social Research Methods and Evaluation,Noblit G & Hare R,Meta-Ethnography,Qualitative Research Methods,Volume 11,4/25/1988,88 pages,978-0-8039-3022-3,£44.99,978-0-8039-3023-0,£20.99,,,http://www.uk.sagepub.com/books/Book2416
